,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
9918,4153749,2017,2017,1934,PRIVATE,12,Toronto-St. Paul's,2 GLEN ELM AVE,6,49,2017-11-21,65,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,3,,3,3,,3,2,5,3,4,4,,3,3,,S1233,43.6915069852,-79.3947793757,313266.618,4838844.38
6586,4153749,2017,2018,1934,PRIVATE,12,Toronto-St. Paul's,2 GLEN ELM AVE,6,49,2019-03-18,86,Evaluation needs to be conducted in 3 years,17,4,4,5,5,4,4,4,4,5,,5,3,5,4,5,4,,4,4,,S1233,43.6915069852,-79.3947793757,313266.618,4838844.38
2714,4153749,2017,2021,1934,PRIVATE,12,Toronto-St. Paul's,2 GLEN ELM AVE,6,49,2021-10-20,76,Evaluation needs to be conducted in 2 years,16,4,4,4,4,,3,4,5,5,,4,2,5,3,4,4,,3,3,,S1233,43.6915069852,-79.3947793757,313266.618,4838844.38
10197,4153750,2017,2017,1970,PRIVATE,12,Toronto-St. Paul's,80 ST CLAIR AVE E,26,307,2017-11-14,72,Evaluation needs to be conducted in 2 years,20,4,3,4,3,4,3,4,3,4,4,3,4,5,3,4,3,4,3,3,4,S1233,43.689146769,-79.390517749,313610.245,4838583.573
5455,4153750,2017,2019,1970,PRIVATE,12,Toronto-St. Paul's,80 ST CLAIR AVE E,26,307,2019-11-27,91,Evaluation needs to be conducted in 3 years,20,4,4,5,5,4,3,4,5,5,4,4,5,5,5,5,5,5,5,4,5,S1233,43.689146769,-79.390517749,313610.245,4838583.573
533,4153750,2017,,1970,PRIVATE,12,Toronto-St. Paul's,80 ST CLAIR AVE E,26,307,2022-12-05,89,Evaluation needs to be conducted in 3 years,20,5,5,5,3,4,5,5,4,5,5,4,4,5,4,5,5,4,4,4,4,S1233,43.689146769,-79.390517749,313610.245,4838583.573
9370,4153751,,2017,1955,PRIVATE,11,University-Rosedale,171 ST CLAIR AVE E,4,36,2017-12-05,51,Evaluation needs to be conducted in 1 year,18,2,2,3,2,3,2,2,3,2,,2,2,3,3,3,3,3,3,3,,S1121,43.689555816,-79.3860183305,313973.181,4838628.565
7134,4153751,,2018,1955,PRIVATE,11,University-Rosedale,171 ST CLAIR AVE E,4,36,2019-02-21,57,Evaluation needs to be conducted in 1 year,18,2,3,3,2,3,3,3,3,3,,2,2,5,3,3,3,3,2,3,,S1121,43.689555816,-79.3860183305,313973.181,4838628.565
5052,4153751,,2019,1955,PRIVATE,11,University-Rosedale,171 ST CLAIR AVE E,4,36,2019-12-09,63,Evaluation needs to be conducted in 1 year,19,3,3,5,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,,S1121,43.689555816,-79.3860183305,313973.181,4838628.565
3554,4153751,,2020,1955,PRIVATE,11,University-Rosedale,171 ST CLAIR AVE E,4,36,2020-12-16,65,Evaluation needs to be conducted in 1 year,19,3,3,5,2,3,3,3,3,3,3,3,3,5,3,3,3,3,4,4,,S1121,43.689555816,-79.3860183305,313973.181,4838628.565
1858,4153751,,,1955,PRIVATE,11,University-Rosedale,171 ST CLAIR AVE E,4,36,2022-05-24,61,Evaluation needs to be conducted in 1 year,18,2,3,4,2,3,3,2,3,3,3,3,3,5,3,4,3,3,3,,,S1121,43.689555816,-79.3860183305,313973.181,4838628.565
1625,4153751,,,1955,PRIVATE,11,University-Rosedale,171 ST CLAIR AVE E,4,36,2022-10-01,53,Evaluation needs to be conducted in 1 year,18,2,3,4,2,3,2,2,3,2,,2,2,4,2,3,2,4,4,2,,S1121,43.689555816,-79.3860183305,313973.181,4838628.565
11726,4153752,2017,2017,1960,PRIVATE,11,University-Rosedale,309 MOUNT PLEASANT RD,3,25,2017-10-03,63,Evaluation needs to be conducted in 1 year,15,4,4,3,4,,2,,3,,,3,2,3,3,3,4,3,3,3,,S1122,43.6901802486,-79.3829319202,314221.897,4838698.284
7118,4153752,2017,2018,1960,PRIVATE,11,University-Rosedale,309 MOUNT PLEASANT RD,3,25,2019-02-21,70,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,4,,4,,,4,2,4,3,4,4,3,3,3,,S1122,43.6901802486,-79.3829319202,314221.897,4838698.284
3452,4153752,2017,2021,1960,PRIVATE,11,University-Rosedale,309 MOUNT PLEASANT RD,3,25,2021-04-12,71,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,4,,3,,,4,3,5,3,4,4,3,3,3,,S1122,43.6901802486,-79.3829319202,314221.897,4838698.284
8987,4153753,2017,2017,1980,TCHC,12,Toronto-St. Paul's,71 MERTON ST,10,167,2017-12-19,76,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,,4,4,5,3,3,3,4,3,3,4,S1233,43.696320863,-79.394123596,313318.526,4839380.245
5234,4153753,2017,2019,1980,TCHC,12,Toronto-St. Paul's,71 MERTON ST,10,167,2019-12-02,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,5,5,5,,4,3,5,5,4,4,4,4,3,3,S1233,43.696320863,-79.394123596,313318.526,4839380.245
2899,4153753,2017,2021,1980,TCHC,12,Toronto-St. Paul's,71 MERTON ST,10,167,2021-10-10,81,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,4,,4,4,5,4,3,4,4,4,3,5,S1233,43.696320863,-79.394123596,313318.526,4839380.245
9624,4153755,2017,2017,1965,PRIVATE,15,Don Valley West,345 MERTON ST,10,109,2017-11-28,68,Evaluation needs to be conducted in 2 years,18,4,3,3,4,3,3,3,3,4,,3,3,5,3,4,3,3,3,4,,N1534,43.697986845,-79.38570781,313996.671,4839566.231
6237,4153755,2017,2019,1965,PRIVATE,15,Don Valley West,345 MERTON ST,10,109,2019-10-31,59,Evaluation needs to be conducted in 1 year,19,4,4,4,2,4,2,3,3,3,2,3,4,5,2,3,2,2,2,2,,N1534,43.697986845,-79.38570781,313996.671,4839566.231
3797,4153755,2017,2020,1965,PRIVATE,15,Don Valley West,345 MERTON ST,10,109,2020-12-07,81,Evaluation needs to be conducted in 2 years,19,5,3,3,5,5,5,5,4,5,3,3,3,5,3,5,5,3,4,3,,N1534,43.697986845,-79.38570781,313996.671,4839566.231
400,4153755,2017,,1965,PRIVATE,15,Don Valley West,345 MERTON ST,10,109,2022-12-08,85,Evaluation needs to be conducted in 2 years,19,4,4,4,4,5,3,5,4,5,4,4,5,5,4,4,4,5,4,4,,N1534,43.697986845,-79.38570781,313996.671,4839566.231
10850,4153756,2017,2017,1962,PRIVATE,15,Don Valley West,375 MERTON ST,4,47,2017-10-26,73,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,2,,3,3,4,3,4,5,4,4,4,4,4,4,,N1534,43.697934721,-79.38501268,314052.709,4839560.517
6238,4153756,2017,2019,1962,PRIVATE,15,Don Valley West,375 MERTON ST,4,47,2019-10-31,71,Evaluation needs to be conducted in 2 years,18,4,3,4,4,4,2,,3,3,4,3,3,5,4,4,3,4,4,3,,N1534,43.697934721,-79.38501268,314052.709,4839560.517
1986,4153756,2017,,1962,PRIVATE,15,Don Valley West,375 MERTON ST,4,47,2022-05-10,76,Evaluation needs to be conducted in 2 years,16,4,4,4,4,,3,,3,4,,4,5,5,3,3,5,3,4,3,,N1534,43.697934721,-79.38501268,314052.709,4839560.517
10685,4153757,2017,2017,1957,PRIVATE,15,Don Valley West,657 BALLIOL ST,4,29,2017-11-01,60,Evaluation needs to be conducted in 1 year,16,3,2,4,2,3,2,,3,,,3,3,5,3,3,3,3,3,3,,N1534,43.701182908,-79.3760801591,314772.44,4839921.468
6853,4153757,2017,2018,1957,PRIVATE,15,Don Valley West,657 BALLIOL ST,4,29,2019-03-06,67,Evaluation needs to be conducted in 2 years,17,3,3,5,3,3,3,,3,,3,3,4,4,3,3,3,3,4,4,,N1534,43.701182908,-79.3760801591,314772.44,4839921.468
3790,4153757,2017,2020,1957,PRIVATE,15,Don Valley West,657 BALLIOL ST,4,29,2020-12-07,72,Evaluation needs to be conducted in 2 years,17,5,3,3,4,3,4,,3,,5,3,3,5,3,3,5,3,3,3,,N1534,43.701182908,-79.3760801591,314772.44,4839921.468
430,4153757,2017,,1957,PRIVATE,15,Don Valley West,657 BALLIOL ST,4,29,2022-12-08,75,Evaluation needs to be conducted in 2 years,16,4,3,4,3,3,3,,4,,,3,4,5,4,4,4,4,4,4,,N1534,43.701182908,-79.3760801591,314772.44,4839921.468
9955,4153758,2017,2017,1968,PRIVATE,12,Toronto-St. Paul's,221 BALLIOL ST,17,272,2017-11-20,64,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,3,3,3,,3,3,5,3,4,4,3,2,3,,S1233,43.698430304,-79.389380161,313700.592,4839615.097
6852,4153758,2017,2018,1968,PRIVATE,12,Toronto-St. Paul's,221 BALLIOL ST,17,272,2019-03-06,85,Evaluation needs to be conducted in 2 years,20,4,4,5,4,5,3,4,5,4,4,4,5,5,4,4,4,4,5,4,4,S1233,43.698430304,-79.389380161,313700.592,4839615.097
4048,4153758,2017,2020,1968,PRIVATE,12,Toronto-St. Paul's,221 BALLIOL ST,17,272,2020-11-25,84,Evaluation needs to be conducted in 2 years,19,5,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,,S1233,43.698430304,-79.389380161,313700.592,4839615.097
2261,4153758,2017,2021,1968,PRIVATE,12,Toronto-St. Paul's,221 BALLIOL ST,17,272,2021-11-18,79,Evaluation needs to be conducted in 2 years,18,5,5,5,3,4,2,4,4,5,,3,3,5,3,5,4,3,4,4,,S1233,43.698430304,-79.389380161,313700.592,4839615.097
9956,4153759,2017,2017,1968,PRIVATE,12,Toronto-St. Paul's,265 BALLIOL ST,26,209,2017-11-20,67,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,3,3,3,4,,3,4,5,3,4,3,3,3,3,,S1233,43.698777377,-79.387810749,313810.77,4839659.966
5281,4153759,2017,2019,1968,PRIVATE,12,Toronto-St. Paul's,265 BALLIOL ST,26,209,2019-12-02,83,Evaluation needs to be conducted in 2 years,19,4,4,5,3,5,3,4,4,4,5,3,4,5,4,5,5,4,4,4,,S1233,43.698777377,-79.387810749,313810.77,4839659.966
2465,4153759,2017,2021,1968,PRIVATE,12,Toronto-St. Paul's,265 BALLIOL ST,26,209,2021-11-04,85,Evaluation needs to be conducted in 2 years,20,4,5,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,S1233,43.698777377,-79.387810749,313810.77,4839659.966
8873,4153760,2017,2017,1993,TCHC,12,Toronto-St. Paul's,384 MOUNT PLEASANT RD,8,155,2017-12-21,72,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,3,4,3,4,,4,4,5,3,3,4,3,3,3,3,S1233,43.6983581761,-79.386954826,313896.362,4839606.394
5230,4153760,2017,2019,1993,TCHC,12,Toronto-St. Paul's,384 MOUNT PLEASANT RD,8,155,2019-12-02,83,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,,4,4,5,4,4,4,4,5,5,4,S1233,43.6983581761,-79.386954826,313896.362,4839606.394
2904,4153760,2017,2021,1993,TCHC,12,Toronto-St. Paul's,384 MOUNT PLEASANT RD,8,155,2021-10-10,83,Evaluation needs to be conducted in 2 years,20,5,5,5,4,4,4,3,4,4,4,4,4,5,4,4,3,4,4,4,5,S1233,43.6983581761,-79.386954826,313896.362,4839606.394
8988,4153761,2017,2017,1999,PRIVATE,12,Toronto-St. Paul's,268 MERTON ST,5,38,2017-12-19,86,Evaluation needs to be conducted in 3 years,20,4,4,5,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,5,S1233,43.6981035564,-79.38800394,313811.835,4839577.992
4810,4153761,2017,2020,1999,PRIVATE,12,Toronto-St. Paul's,268 MERTON ST,5,38,2020-10-24,82,Evaluation needs to be conducted in 2 years,19,5,5,5,3,3,4,3,4,3,3,4,4,5,5,4,4,5,4,5,,S1233,43.6981035564,-79.38800394,313811.835,4839577.992
1110,4153761,2017,,1999,PRIVATE,12,Toronto-St. Paul's,268 MERTON ST,5,38,2022-11-07,94,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,5,5,5,4,5,4,5,5,4,5,5,4,4,5,5,S1233,43.6981035564,-79.38800394,313811.835,4839577.992
10676,4153762,2017,2017,1966,PRIVATE,12,Toronto-St. Paul's,45 BALLIOL ST,18,263,2017-11-01,77,Evaluation needs to be conducted in 2 years,20,4,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,3,4,4,S1233,43.697351445,-79.394993963,313248.222,4839494.65
5277,4153762,2017,2019,1966,PRIVATE,12,Toronto-St. Paul's,45 BALLIOL ST,18,263,2019-12-02,91,Evaluation needs to be conducted in 3 years,20,5,5,4,4,4,5,4,4,5,4,4,5,5,4,5,5,4,5,5,5,S1233,43.697351445,-79.394993963,313248.222,4839494.65
1708,4153762,2017,,1966,PRIVATE,12,Toronto-St. Paul's,45 BALLIOL ST,18,263,2022-09-23,97,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,S1233,43.697351445,-79.394993963,313248.222,4839494.65
10683,4153763,2017,2017,1965,PRIVATE,12,Toronto-St. Paul's,155 BALLIOL ST,18,286,2017-11-01,74,Evaluation needs to be conducted in 2 years,19,4,3,4,3,4,4,4,3,4,,3,4,5,3,4,4,3,3,4,4,S1233,43.697956512,-79.392129599,313479.032,4839562.167
5278,4153763,2017,2019,1965,PRIVATE,12,Toronto-St. Paul's,155 BALLIOL ST,18,286,2019-12-02,82,Evaluation needs to be conducted in 2 years,20,5,4,4,4,4,5,3,4,4,3,4,4,5,4,4,4,5,5,3,4,S1233,43.697956512,-79.392129599,313479.032,4839562.167
2463,4153763,2017,2021,1965,PRIVATE,12,Toronto-St. Paul's,155 BALLIOL ST,18,286,2021-11-04,91,Evaluation needs to be conducted in 3 years,20,5,5,5,4,4,5,3,5,5,5,5,5,5,4,4,4,5,4,5,4,S1233,43.697956512,-79.392129599,313479.032,4839562.167
10684,4153764,2017,2017,1968,PRIVATE,12,Toronto-St. Paul's,165 BALLIOL ST,4,48,2017-11-01,70,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,2,,3,5,3,4,4,5,2,4,4,3,2,4,,S1233,43.698071535,-79.391348866,313541.95,4839575.028
5279,4153764,2017,2019,1968,PRIVATE,12,Toronto-St. Paul's,165 BALLIOL ST,4,48,2019-12-02,81,Evaluation needs to be conducted in 2 years,18,4,5,3,4,4,4,,4,5,4,4,4,5,3,4,4,4,4,4,,S1233,43.698071535,-79.391348866,313541.95,4839575.028
2464,4153764,2017,2021,1968,PRIVATE,12,Toronto-St. Paul's,165 BALLIOL ST,4,48,2021-11-04,80,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,3,,3,4,,4,5,5,4,5,4,3,3,5,,S1233,43.698071535,-79.391348866,313541.95,4839575.028
9382,4153766,,2017,1956,PRIVATE,12,Toronto-St. Paul's,25 DAVISVILLE AVE,4,14,2017-12-05,68,Evaluation needs to be conducted in 2 years,15,3,3,3,4,3,4,,3,,,3,4,5,3,3,3,,3,4,,S1233,43.6982817517,-79.3955853975,313200.678,4839596.99
4983,4153766,,2019,1956,PRIVATE,12,Toronto-St. Paul's,25 DAVISVILLE AVE,4,14,2019-12-11,76,Evaluation needs to be conducted in 2 years,16,3,3,5,4,3,4,,3,,4,3,4,5,4,4,4,,4,4,,S1233,43.6982817517,-79.3955853975,313200.678,4839596.99
2417,4153766,,2021,1956,PRIVATE,12,Toronto-St. Paul's,25 DAVISVILLE AVE,4,14,2021-11-08,81,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,,3,,4,4,4,5,4,4,4,,4,4,,S1233,43.6982817517,-79.3955853975,313200.678,4839596.99
10295,4153767,2017,2017,1973,PRIVATE,12,Toronto-St. Paul's,33 DAVISVILLE AVE,21,266,2017-11-10,73,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,3,4,3,4,,S1233,43.6983951886,-79.3949238347,313253.992,4839609.66
5264,4153767,2017,2019,1973,PRIVATE,12,Toronto-St. Paul's,33 DAVISVILLE AVE,21,266,2019-12-02,92,Evaluation needs to be conducted in 3 years,19,5,4,5,4,5,5,5,5,4,5,5,5,5,4,4,5,5,4,3,,S1233,43.6983951886,-79.3949238347,313253.992,4839609.66
1726,4153767,2017,,1973,PRIVATE,12,Toronto-St. Paul's,33 DAVISVILLE AVE,21,266,2022-09-22,85,Evaluation needs to be conducted in 2 years,19,4,4,5,4,5,4,5,4,4,5,4,4,5,4,4,4,4,4,4,,S1233,43.6983951886,-79.3949238347,313253.992,4839609.66
10263,4153768,2017,2017,1970,PRIVATE,12,Toronto-St. Paul's,111 DAVISVILLE AVE,24,371,2017-11-10,73,Evaluation needs to be conducted in 2 years,19,4,3,3,4,4,4,4,3,4,,3,4,5,3,3,3,4,3,4,4,S1233,43.698778807,-79.3922142682,313472.354,4839652.56
5266,4153768,2017,2019,1970,PRIVATE,12,Toronto-St. Paul's,111 DAVISVILLE AVE,24,371,2019-12-02,89,Evaluation needs to be conducted in 3 years,20,5,4,5,4,5,4,5,5,4,5,5,4,5,3,4,5,5,4,3,5,S1233,43.698778807,-79.3922142682,313472.354,4839652.56
1727,4153768,2017,,1970,PRIVATE,12,Toronto-St. Paul's,111 DAVISVILLE AVE,24,371,2022-09-22,96,Evaluation needs to be conducted in 3 years,20,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,S1233,43.698778807,-79.3922142682,313472.354,4839652.56
10290,4153769,2017,2017,1970,PRIVATE,12,Toronto-St. Paul's,141 DAVISVILLE AVE,20,313,2017-11-10,68,Evaluation needs to be conducted in 2 years,18,4,3,4,3,4,3,3,3,4,,3,4,5,3,3,3,3,3,3,,S1233,43.698778363,-79.391193578,313536.446,4839698.45
5267,4153769,2017,2019,1970,PRIVATE,12,Toronto-St. Paul's,141 DAVISVILLE AVE,20,313,2019-12-02,88,Evaluation needs to be conducted in 3 years,19,5,4,5,4,5,4,5,4,4,5,5,4,5,3,4,5,5,4,4,,S1233,43.698778363,-79.391193578,313536.446,4839698.45
1728,4153769,2017,,1970,PRIVATE,12,Toronto-St. Paul's,141 DAVISVILLE AVE,20,313,2022-09-22,94,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,5,,S1233,43.698778363,-79.391193578,313536.446,4839698.45
10675,4153770,2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,44 BALLIOL ST,4,30,2017-11-01,59,Evaluation needs to be conducted in 1 year,17,3,2,3,3,3,2,,3,3,4,3,3,3,3,3,3,,3,3,,S1233,43.697956494,-79.39509423,313240.055,4839561.859
6774,4153770,2017,2018,1957,PRIVATE,12,Toronto-St. Paul's,44 BALLIOL ST,4,30,2019-03-08,67,Evaluation needs to be conducted in 2 years,17,3,3,5,3,3,3,,3,3,3,3,4,5,3,3,3,,4,3,,S1233,43.697956494,-79.39509423,313240.055,4839561.859
3812,4153770,2017,2020,1957,PRIVATE,12,Toronto-St. Paul's,44 BALLIOL ST,4,30,2020-12-04,68,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,4,,3,3,,3,3,4,4,3,3,,3,4,,S1233,43.697956494,-79.39509423,313240.055,4839561.859
1707,4153770,2017,,1957,PRIVATE,12,Toronto-St. Paul's,44 BALLIOL ST,4,30,2022-09-23,65,Evaluation needs to be conducted in 1 year,17,3,3,5,3,3,3,,3,3,3,3,3,5,3,3,3,,3,3,,S1233,43.697956494,-79.39509423,313240.055,4839561.859
10189,4153771,2017,2017,1969,PRIVATE,12,Toronto-St. Paul's,225 DAVISVILLE AVE,25,401,2017-11-14,76,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,3,4,,4,4,5,3,4,4,3,3,4,4,S1233,43.699562452,-79.388217525,313794.14,4839741.003
5268,4153771,2017,2019,1969,PRIVATE,12,Toronto-St. Paul's,225 DAVISVILLE AVE,25,401,2019-12-02,86,Evaluation needs to be conducted in 3 years,20,3,4,4,5,5,5,5,4,4,5,3,4,5,4,5,5,4,4,4,4,S1233,43.699562452,-79.388217525,313794.14,4839741.003
1729,4153771,2017,,1969,PRIVATE,12,Toronto-St. Paul's,225 DAVISVILLE AVE,25,401,2022-09-22,92,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,4,4,4,4,5,S1233,43.699562452,-79.388217525,313794.14,4839741.003
11743,4153772,2017,2017,1968,PRIVATE,12,Toronto-St. Paul's,200 BALLIOL ST,23,366,2017-09-18,81,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,S1233,43.699208807,-79.390082204,313643.889,4839701.512
5280,4153772,2017,2019,1968,PRIVATE,12,Toronto-St. Paul's,200 BALLIOL ST,23,366,2019-12-02,91,Evaluation needs to be conducted in 3 years,20,4,4,5,4,5,4,5,5,4,5,5,5,5,4,4,5,5,4,4,5,S1233,43.699208807,-79.390082204,313643.889,4839701.512
1709,4153772,2017,,1968,PRIVATE,12,Toronto-St. Paul's,200 BALLIOL ST,23,366,2022-09-23,96,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,S1233,43.699208807,-79.390082204,313643.889,4839701.512
10498,4153773,2017,2017,1956,PRIVATE,15,Don Valley West,501 MOUNT PLEASANT RD,4,28,2017-11-07,63,Evaluation needs to be conducted in 1 year,16,3,2,3,3,3,4,,2,,4,3,3,5,3,3,3,,3,3,,N1534,43.7014503061,-79.3870380708,313889.185,4839949.914
6841,4153773,2017,2018,1956,PRIVATE,15,Don Valley West,501 MOUNT PLEASANT RD,4,28,2019-03-07,84,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,,4,,4,4,5,5,4,4,4,,4,4,,N1534,43.7014503061,-79.3870380708,313889.185,4839949.914
3802,4153773,2017,2020,1956,PRIVATE,15,Don Valley West,501 MOUNT PLEASANT RD,4,28,2020-12-07,88,Evaluation needs to be conducted in 3 years,16,5,3,5,4,5,5,,4,,5,4,3,3,5,4,5,,5,5,,N1534,43.7014503061,-79.3870380708,313889.185,4839949.914
9746,4153774,2017,2017,1928,PRIVATE,12,Toronto-St. Paul's,5 DE SAVERY CRES,3,31,2017-11-23,63,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,5,3,3,3,,3,3,,S1228,43.702860894,-79.38910405,313722.196,4840107.363
6813,4153774,2017,2018,1928,PRIVATE,12,Toronto-St. Paul's,5 DE SAVERY CRES,3,31,2019-03-07,79,Evaluation needs to be conducted in 2 years,15,3,4,5,3,3,4,,4,,,3,5,5,4,4,4,4,4,,,S1228,43.702860894,-79.38910405,313722.196,4840107.363
3952,4153774,2017,2020,1928,PRIVATE,12,Toronto-St. Paul's,5 DE SAVERY CRES,3,31,2020-12-01,84,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,5,,4,,3,4,5,5,4,4,5,3,4,,,S1228,43.702860894,-79.38910405,313722.196,4840107.363
1077,4153774,2017,,1928,PRIVATE,12,Toronto-St. Paul's,5 DE SAVERY CRES,3,31,2022-11-08,85,Evaluation needs to be conducted in 2 years,15,4,4,5,5,4,5,,4,,,4,4,5,4,4,4,4,4,,,S1228,43.702860894,-79.38910405,313722.196,4840107.363
10789,4153775,2017,2017,1930,PRIVATE,12,Toronto-St. Paul's,15 PENROSE RD,3,26,2017-10-31,59,Evaluation needs to be conducted in 1 year,15,3,2,2,3,3,3,,3,,,3,3,4,3,3,3,,3,3,,S1228,43.7029512593,-79.3889169498,313737.525,4840116.468
6843,4153775,2017,2018,1930,PRIVATE,12,Toronto-St. Paul's,15 PENROSE RD,3,26,2019-03-07,69,Evaluation needs to be conducted in 2 years,16,3,4,5,3,3,3,,4,,3,3,3,5,3,3,3,,4,3,,S1228,43.7029512593,-79.3889169498,313737.525,4840116.468
3922,4153775,2017,2020,1930,PRIVATE,12,Toronto-St. Paul's,15 PENROSE RD,3,26,2020-12-01,71,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,4,,4,,,4,3,5,3,4,4,,3,3,,S1228,43.7029512593,-79.3889169498,313737.525,4840116.468
504,4153775,2017,,1930,PRIVATE,12,Toronto-St. Paul's,15 PENROSE RD,3,26,2022-12-05,66,Evaluation needs to be conducted in 2 years,16,3,3,5,3,3,5,,3,,3,3,3,3,3,3,4,,3,3,,S1228,43.7029512593,-79.3889169498,313737.525,4840116.468
9763,4153776,2017,2017,1958,PRIVATE,15,Don Valley West,1674 BAYVIEW AVE,3,29,2017-11-23,59,Evaluation needs to be conducted in 1 year,14,3,3,3,3,,3,,3,,,3,2,4,3,3,3,,3,2,,N1530,43.707942313,-79.376385428,314746.433,4840673.313
9219,4153777,,2017,1955,PRIVATE,12,Toronto-St. Paul's,676 MOUNT PLEASANT RD,3,23,2017-12-11,60,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,3,3,3,3,,3,3,,S1228,43.7056593617,-79.3894538234,313693.856,4840417.278
6842,4153777,,2018,1955,PRIVATE,12,Toronto-St. Paul's,676 MOUNT PLEASANT RD,3,23,2019-03-07,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,3,,3,,,5,5,5,4,4,4,,4,4,,S1228,43.7056593617,-79.3894538234,313693.856,4840417.278
3934,4153777,,2020,1955,PRIVATE,12,Toronto-St. Paul's,676 MOUNT PLEASANT RD,3,23,2020-12-01,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,4,,4,,,5,4,5,4,4,4,,4,3,,S1228,43.7056593617,-79.3894538234,313693.856,4840417.278
1466,4153777,,,1955,PRIVATE,12,Toronto-St. Paul's,676 MOUNT PLEASANT RD,3,23,2022-10-19,83,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,3,,4,,,4,5,5,4,4,4,,4,4,,S1228,43.7056593617,-79.3894538234,313693.856,4840417.278
11516,4153779,2017,2017,1993,SOCIAL HOUSING,12,Toronto-St. Paul's,78 HOLLY ST,16,127,2017-10-12,72,Evaluation needs to be conducted in 2 years,19,4,3,4,3,4,4,4,4,3,,3,4,3,4,4,4,3,3,3,4,S1228,43.7063503756,-79.3969151981,313092.405,4840493.291
5036,4153779,2017,2019,1993,SOCIAL HOUSING,12,Toronto-St. Paul's,78 HOLLY ST,16,127,2019-12-09,79,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,4,4,5,4,,3,4,5,4,4,4,4,4,3,,S1228,43.7063503756,-79.3969151981,313092.405,4840493.291
